Speaker	Utterance	Emotion	Sentiment
rosesh	हुम् लोग् भि कब् से इसि बात् कि वैत् कर् रहे है दुश्यन्त्। लेकिन् तुम् हो कि बुर मन्ते हि नहि हो।	anger	negative
sonya	ओह् गोद्, ये फोने भि कोइ नहि उथ रह है।	sadness	negative
indravardhan	मय, अगर् सुबह् तर् बिजलि नहि आए न, तो हुमे॥।	neutral	neutral
madhusudan	है?	neutral	neutral
indravardhan	"देख तुम्ने मय। जब् मै बोल्त हु न, तभि ये ""है?"" केहते है। जब् तुम् बोल्ति हो, दुश्यन्त् बकवास् कर्त है, रोसेश् भौन्कत है, तब् नहि बोल्ते ये ""है?""।"	anger	negative
 
rosesh	आआ!	surprise	neutral
maya	केहो, देखो, थे स्वेल्लिन्ग् इस् चोमिन्ग् दोव्न् स्वीतिए।	neutral	neutral
rosesh	बहुत् दर्द् हो रह है मोम!	sadness	negative
maya	इ क्नोव् स्वीतिए, बुत् सहिल् दोच्तोर् अग्रवल् को ले के आ हि रह है।	neutral	neutral
dushyant	मोम्, घर् क फ़्रिद्गे नहि गय।	neutral	neutral
maya	तो?	neutral	neutral
dushyant	पूरे बुइल्दिन्ग् क फ़ुसे गय है।	neutral	neutral
rosesh	ओह् म्य् गोद्। तो दोच्तोर् कैसे देखेग मेरे पाओ।	sadness	negative
maya	एक् तो ये हुमरि एमेर्गेन्च्य् लिघ्त् भि नहि काम् कर् रहि।	sadness	negative
sonya	ओह् हो, हुमरे घर् मेइन् तो तीन् तीन् एमेर्गेन्च्य् लिघ्त्स् है।	neutral	neutral
dushyant	इ क्नोव्॥।, काश् रोसेश् क पाओ हुमरे घर् पे तुत होत।	sadness	negative
maya	नेक्ष्त् तिमे तुम्हरे यह आएन्गे न दुश्यन्त्, एक्, एक् कर् के सब् पैर् तुदवएन्गे ओक्।	contempt	negative
dushyant	अरय् मोम्॥।	neutral	neutral
 
maya	नो, नो, इ अम्, इ अम् तेर्रिब्ल्य् सुर्प्रिसेद् ब्य् थिस्।	surprise	neutral
rosesh	बुत् स्तिल्ल् मोम।	neutral	neutral
maya	नो, इ मेअन्, मोनिश दूर् तो दूर् जा के, लोगोन्को जोकेस् सुन रहि है! वोतेस् जीतने के चक्कर् मेइन्।	contempt	negative
maya	ब्रुचे ली कि गुजरथि बहन् क नाम् क्य, 'रूत्लि'। उह्ह्, चन् योउ बेलिएवे इत्।	disgust	negative
maya	और्, सुर्प्रिसिन्ग् थिन्ग् इस्, अपनि बुइल्दिन्ग् वले, हस् रहे थे ऐसे जोकेस् पे।	anger	negative
rosesh	मोम, किसि ने सच् हि कह है, लौघ्तेर् इस् थे बेस्त् मेदिचिने।	neutral	neutral
maya	जब् लौघ्तेर् च्लस्स्य् हो तब्।	anger	negative
maya	मिद्द्ले च्लस्स् इस् जुस्त्॥।, नोइसे! 'हहह' कर् के हसते है, मोनिश के च्-ग्रदे जोकेस् पर्।	disgust	negative
rosesh	कुच् तो अच्च्चे थे वैसे।	neutral	neutral
rosesh	मेम्बेर्स्॥।, बुइल्दिन्ग् के मेम्बेर्स्। कुच् तो अच्च्चे थे वैसे। जो मोनिश भबि के जोकेस् पे नहि हसे।	joy	positive
maya	हान्। लेकिन् मेरे लख् उकसाने पर् भि, किसि ने बुरै नहि कि, मोनिश कि। इस्क मत्लब् समझते हो न तुम्।	fear	negative
rosesh	समझत हु।	neutral	neutral
maya	क्य?	neutral	neutral
rosesh	बोलने मेइन् दर् लग् रह है।	fear	negative
maya	हान्, तो सम्हल् के बोलो न।	neutral	neutral
rosesh	मोनिश भभि के जीतने के॥।जितने भि सुप्पोर्तेर्स् है, उन् मेइन् से, सहिल् भै भि एक् है।	fear	negative
maya	लेत् उस् सी। जुस्त् फ़ोल्लोव् मे! लेत् उस् सी!	anger	negative
 
indravardhan	अरय् मेरि मुन्नु! बतओ तो मै तुम्हरे लिये क्य लय हु। मर्ब्लेस्!	joy	positive
monisha	चलो! अब् ये सोने से रहि। अब् तुम् ददजि के साथ् खेलो ह।	joy	positive
indravardhan	हह। अरय् मेर चीकु।	joy	positive
sahil	आप् ने मचलि क नाम् चीकु रख है?	surprise	neutral
indravardhan	नहि नहि, अभि तक् कोइ नाम् तेह् नहि किय।	neutral	neutral
monisha	मैने इस्क नाम् रख् दिय है।	joy	positive
indravardhan	क्य?	neutral	neutral
monisha	मुम्म्य् जि।	joy	positive
indravardhan	योउ मेअन्, मय?	surprise	neutral
monisha	ह्म्म्म्, हेहे। देखिये देखिये। अहेम्, अहेम्॥, मुम्म्य् जि, रक्शाबन्धन् के दिन् मैने दब्ब-बत्लि वले को बुल कर्, उसे राखि बन्ध् कर्, उस्से बीर् के बोत्त्ले के ५० पैसे ज्याद ले लिये थे॥॥ कुच् बोलि?	joy	positive
indravardhan	हह॥।, मै पूचत हु। मय, आज् मै नशते मेइन् वद पाव् और् रग्द पत्तिचे खौन्ग।	neutral	neutral
monisha	हेहेहे।	joy	positive
indravardhan	अरय्, वाह्, वाह्, वाह्। इत्ने सालो बाद्, आज् मुझे मय अच्छि लगि।	joy	positive
monisha	हहह।	joy	positive
sahil	होव् जुवेनिले चन् योउ बोथ् गेत्!	contempt	negative
indravardhan	तु चुप् रह्।	anger	negative
indravardhan	आज् से इस्क नाम् मय।	neutral	neutral
maya	हेल्लो, एवेर्य्बोद्य्।	neutral	neutral
indravardhan	ओह्ह् हि मय। तुम्हे बत है, मोनिश ने अपने प्यारि सि गोल्द्फ़िश् क नाम् रख है 'मय'।	joy	positive
 
monisha	दद्द्य् जि, बतैये न।	neutral	neutral
indravardhan	मोनिश, मै ये सोच् रह हु, कि ये लिचेन्से वालि बात् तो तब् आएगि, जब् मय एलेच्तिओन् जीतेगि।	neutral	neutral
monisha	हान्, लेकिन् मुम्म्य् जि हो हरएग कौन्?	neutral	neutral
indravardhan	हुमरि चीकु कि मुम्म्य्! यनि तुम्!	joy	positive
monisha	हव्व्, म्॥॥	surprise	neutral
 
monisha	आइल, क्य सच् मुच् ऐस रुले है?	sadness	negative
indravardhan	है तो नहि, लेकिन् मय बन देगि।	neutral	neutral
indravardhan	योउ क्नोव्, कुच् साल् पेहले, उसने वो, पिन्जरे मेइन् कैद् पन्चीयोन्को आजद् करने क रुले बनय थ।	neutral	neutral
indravardhan	बिचरि मेरे ब ने, एक् तोत पल थ, जबर्दस्ति उद दिय हेमलत को।	sadness	negative
monisha	हेमलत? हेहेहे। आप् को कैसे पत चल कि वो तोत लदकि थ?	joy	positive
indravardhan	अरय् भै, वो दिन् भर् बकबक् करती थि, वो भी बिन वजहे।	neutral	neutral
monisha	अछ्च!	joy	positive
indravardhan	हान्, हेमलत और् ब, दिन् भर् बाते किय कर्ते थे। वो दोनो कि अवज् भि समे तो समे।	joy	positive
monisha	तो फिर् मुम्म्य् जि ने क्यु उद दिय, बेचारी हेमलत को?	sadness	negative
indravardhan	"दोनो दिन् भर् मय कि बाते कर्ते रेहते थे न। कभि कभि ब से पेहले हेमलत बोल् दिय कर्ति थि, ""बकुर्द, तुझे मैने कह थ ने। के बदे घर् कि लदकि से शादि मत् कर्न""। अरय् ब बोल् रहि है, य तोत, समझ् मेइन् हि नहि अत थ।"	joy	positive
monisha	सच्!	neutral	neutral
indravardhan	हान्। हह। कभि कभि तो बबु जि, ब को मिर्चि और् अम्र्द् खिल दिय कर्ते थे।	joy	positive
monisha	दद्द्य् जि, कुच् भि। मजाक् छोदिये न, बतैये न, हुम् अपनि मचलि, मुम्म्य् जि को, जलद् मुम्म्य् जि से कैसे बचए।	fear	negative
indravardhan	उसक लैसेन्स् निकलव देते है।	neutral	neutral
monisha	लिचेन्से॥।, खर्च कित्न आएग?	neutral	neutral
indravardhan	१०००-२००० रुपये।	neutral	neutral
monisha	दद्द्य् जि, ४० रुपये कि मचलि, और् १००० रुपये क लिचेन्से, क्य फ़ायद?	sadness	negative
 
sahil	थन्क्स् दर्लिन्ग्।	joy	positive
monisha	थन्क्स् किस् बात् क। मुम्म्य् जि मुझसे बेत्तेर् सेच्रेतर्य् है।	neutral	neutral
sahil	हान्, लेकिन् तुम्हरि वो पेत् मचलि, मय, और् दद् के चीकु क क्य होग।	fear	negative
monisha	सहिल्, वो कल् मैने तुम्हे पनीर् तिक्क बन के खिलय थ न।	sadness	negative
sahil	ह्म्म्।	neutral	neutral
monisha	वो मैने अपनि मचलि को भि खिलय थ।	sadness	negative
sahil	ह्म्म्?	neutral	neutral
monisha	वो मर् गये।	sadness	negative
sahil	क्य!?	surprise	neutral
 
maya	हेल्लो सहिल्।	neutral	neutral
sahil	हि मोम्, कैसे है आप्।	joy	positive
maya	थीक् हि हु। लेकिन् मा हु न। मा आखिर् मा होति है।	sadness	negative
maya	अच्छ बोलो, क्य बन दु आज् खने मेइन्?	neutral	neutral
sahil	मोनिश ने अल्रेअद्य् मुझे तिफ़्फ़िन् मेइन् आलो परथे दिये है॥।, आज् भि।	neutral	neutral
maya	हव्व्!! ओह् म्य् गोद्, इ अम् सो सोर्र्य्, इ अम् सो सोर्र्य्, सहिल्। हेहे, मुझे अब् भि लग्त है कि तुम्हे मेरि जरूरत् है।	sadness	negative
sahil	आप् ऐस क्यु केहे रहि है मोम्?	neutral	neutral
maya	नहि भै, तुम् अपने अलग् घर् मेइन्॥।, जैस भि है। अपनि अलग् ज़िन्दगि॥।, जैसि भि है, जी रहे हो। तो तुम् पे हक् जतने क बहन॥।	sadness	negative
rosesh	जैस भि हो॥।	neutral	neutral
maya	मुझे कह मिलेग॥।	sadness	negative
sahil	बहने कि क्य जरूरत् है मोम्, आप्क बेत हु।	neutral	neutral
maya	थन्क् योउ दर्लिन्ग्। तो फ़िर् तुम्॥।	joy	positive
sahil	एक् मिनुते। इ गोत् थे पोइन्त्।	joy	positive
sahil	ओकय्। ये लीजिये तिफ़्फ़िन्, और् अपन मन्पसन्द् कह बन कर् भिजव दीजिये, ओकय्। लीजिये।	joy	positive
sahil	मोनिश।	neutral	neutral
maya	उह्ह्॥।, सहिल्।	neutral	neutral
sahil	जि?	neutral	neutral
maya	हप्प्य् नोर्मल् देलिवेर्य् दय्, बेत।	joy	positive
sahil	क्य?	surprise	neutral
maya	हान्। प्च्, आज् जिन् औरतोन्कि नोर्मल् देलिवेर्य् हुइ है न, उनको चेलेब्रते करने क दिन् है। 	joy	positive
sahil	हेहेहे, आजीब् दिन् होते है ह ये।	joy	positive
maya	इसमे आजीब् क्य है। मुझे तो गर्व् है इस् बात् पर्	neutral	neutral
maya	पत है, जब् तुम् पैद होने वले थे तब् दोच्तोर्स् ने कह थ, मय, चेसरेअन् कर्व लो, वरन तुम्हरि जान् को खत्र है।	sadness	negative
rosesh	व्हत् अरे योउ सयिन्ग्!?	surprise	neutral
maya	हान्। लेकिन् मैने तो कह, कि भै, मेरे बच्चे कि देलिवेर्य् नोर्मल् हि होगि। फ़िर् चाहे मुझे उसे देलिवेर् कर्ते कर्ते अपनि जान् क्यु न देनि पदे।	sadness	negative
rosesh	इतन बद त्याग् मोम!	surprise	neutral
maya	प्च्, हहह। इसमे त्याग् कि क्य बात् है। तो क्य सहिल् सारि ज़िन्दगि इस्स् बात् के लिये सहिल् एहसान् मन्द् रहेग।	joy	positive
sahil	ओफ़्चोउर्से। मत्लब्, आप् के धेर् सारे एहसान् है मुझ् पर्।	neutral	neutral
maya	अच्च? तो फ़िर् तुम् उसके बदले अपन वोते मुझे देन।	neutral	neutral
 
maya	रोसेश्।	neutral	neutral
rosesh	येस्, मोम।	neutral	neutral
maya	मोनिश ने अपने घर् मेइन् जो मचलि पाल् रखि है॥।	anger	negative
rosesh	शे'स् सो चुते!	joy	positive
rosesh	"मैने तो उस्के लिये एक् कवित भि लिक्खि है, सुनिये, ""सोने जैस रन्ग् है तेर, आन्ख्ने जैसे मूति, लाश् जैसे धिकति है जब् खुले आन्ख् से सूति मचलि, बो बो बो बो, किस्से दे दो चोति चोति"""	joy	positive
maya	शुत् उप्!	anger	negative
rosesh	ओकय्।	neutral	neutral
maya	इ मेअन्, होव् चन् योउ लिके थत् व्रेत्चेद् फ़िश्! शे इस् सो मिद्द्ले च्लस्स्!	anger	negative
rosesh	मचलि मिद्द्ले च्लस्स्?	surprise	neutral
maya	तो थे गिल्ल्स्! हुह्। १५ रुपये के कान्च् के कतोरे मेइन् तेरने वलि, ओरन्गे चोलोउर् कि मचलि, मिद्द्ले च्लस्स् नहि है तो क्य है।	contempt	negative
rosesh	रिघ्त् मोम।	neutral	neutral
maya	सरित के अक़ुअरिम् कि फ़िश् देखि है? नोव् थत् इस् सोफ़िस्तिचतिओन्। ब्लच्क् विथ् चोप्पेर् स्त्रिपेस्। त्रन्स्लुचेन्त्। गोउर्मेन्त् स्पेचिअल् फ़िश् फ़ूद् खति है, वो भि चान्दि के चम्मच् से दालो तब्।	neutral	neutral
rosesh	वोव्।	joy	positive
maya	और् मोनिश कि मचलि, हात् से दल हुअ, बासि पनीर् भि ख लेगि।	contempt	negative
maya	थत् फ़िश् हस् नो सेल्फ़् रेस्पेच्त्।	neutral	neutral
maya	और् मोनिश ने॥।	neutral	neutral
rosesh	क्य? क्य किय भबि ने?	surprise	neutral
maya	मोनिश ने उस् मचलि क नाम्, मय रख है।	neutral	neutral
maya	हहह, चन् योउ बेलिएवे इत्। अगर् उसे लगत है कि उस्कि इस् चिल्दिश् हर्कत् से मेउझे गुस्स आने वल है, तो शे इस् सद्ल्य् मिस्तकेन्। मुझे कोइ फ़रक् नहि पद्त।	contempt	negative
rosesh	नतुरल्ल्य्, आप् इम्मतुरे थोदि न है।	joy	positive
maya	एक्षच्त्ल्य्।	neutral	neutral
rosesh	तो अब् आप् क्य करेगि मोम।	neutral	neutral
maya	मै उस्कि गोल्द्फ़िश् हि हतव दुन्गि। गोत् इत्!	neutral	neutral
rosesh	व्हत्?	neutral	neutral
maya	अगले हफ़्ते, हुमरि बुइल्दिन्ग् के गेनेरल् सेच्रेतर्य् कि एलेच्तिओन् होने वल है न	neutral	neutral
rosesh	वो तो आप् हि बनेगि हर् साल् कि तरह्, उनोप्पोसेद्।	joy	positive
 
crowd	हहहह!	joy	positive
monisha	अरय्, ये तो कुच् नहि है, मैने तो और् भि बहुत् कुच् सोच है।	neutral	neutral
monisha	मै, अपने बुइल्दिन्ग् मेइन्, जोब् करने वलि औरतोन्के बचोन्के देखभल् के लिये, एक् गोवेर्नेर् रखुन्गि।	neutral	neutral
indravardhan	गोवेर्नेस्स् मोनिश। हेहे।	contempt	negative
monisha	नहि नहि, दद्द्य् जि। प्च्। गोवेर्नेर्। देखिये, इस्पे तो लिख भि है, 'ग्-ओ-व्'	neutral	neutral
indravardhan	भै, गलत् भि तो लिख हो सकत है। हह। योउ क्नोव्, शे इस् सो इन्नोचेन्त्। हह	joy	positive
monisha	नहि नहि, दद्द्य् जि। लेकिन्॥	neutral	neutral
indravardhan	तुम् आगे बोलो न। हहह॥	joy	positive
monisha	अछ्च।	neutral	neutral
monisha	मै, एमेर्गेन्च्य् के लिये एक् प्रिवते अम्बुलन्चे खरीदून्गि।	neutral	neutral
bhatia	अम्बुलन्चे?	surprise	neutral
monisha	हान्। हुम् लोग् नेव् येअर् पे बहुत् जूर् से मुसिच् बजने वले है न। उसे सुन् कर् आप्को हेअर्त् अत्तच्क् आ गय तो।	fear	negative
monisha	आप् को हेअर्त् कि प्रोब्लेम् है न भतिअ उन्च्ले।	sadness	negative
bhatia	मुझे हेअर्त् कि नहि, किद्नेय् कि प्रोब्लेम् है।	contempt	negative
monisha	सोर्र्य्, सोर्र्य्। लेकिन्, अगर् आप्को लोउद् मुसिच् सुन् के, किद्नेय् अत्तच्क् आ गय तो!	fear	negative
indravardhan	शे'स् सो फ़ुन्न्य्! है न। बहुत् मजाक् कर्ति है। मै तो केहत हु, ऐसि कि सेन्से ओफ़् हुमोउर् वलि गेनेरल् सेच्रेतर्य्, हुमरि सोचिएत्य् के लिय् चहिये।	joy	positive
monisha	हान्! और् मुझे ति बहुत् सारे जोकेस् भि आते है।	joy	positive
indravardhan	चुप् नहि रहेगि ये, हुह्, चुप् नहि रहेगि।	fear	negative
 
maya	आअ, सहिल्, ये लो, ये है मेर फ़वोउरिते पेन्।	neutral	neutral
maya	तुम् मेरे स्य्म्बोल् पर् इसि से निशान् करन ताकि मुझे पत चल् जए कि तुमने वोते मुझि को दिय।	joy	positive
maya	इ लोवे योउ बेत।	joy	positive
sahil	ओकय्।	neutral	neutral
monisha	सहिल्! इस्क मत्लब्, तुम् मुझे वोते नहि दोगे!	anger	negative
maya	नहि।	neutral	neutral
maya	हेल्लो मोनिश।	neutral	neutral
monisha	सहिल्। ये लो, मेर लुच्क्य् पेन्। तुम् मेरे निशानि के आगे इसि से मर्क् लगान।	neutral	neutral
monisha	तो मुझे पत चल् जएग कि तुमने मुझे हि वोते दिय है।	joy	positive
maya	सहिल्, मेर स्य्म्बोल् चम्पग्ने बोत्त्ले है॥।, याद् रखन।	neutral	neutral
monisha	मोनिश, हप्प्य् नोर्मल् देलिवेर्य् दय्, बेत।	joy	positive
rosesh	वोते फ़ोर् चम्पग्ने बोत्त्ले! वोते फ़ोर् चम्पग्ने बोत्त्ले!	neutral	neutral
monisha	सहिल्, मेरि निशानि बर्तन् वलि है।	sadness	negative
 
indravardhan	अरय् चीकु बब, पप्प को ब्ये ब्ये बोलो। क्यु कि बहुत् जल्द् हुम् पप को पान् के बीच् मेइन् रख् के चब जाने वले है।	joy	positive
sahil	ये क्य बोल् रहे है आप् दद्।	anger	negative
indravardhan	सहिल्, तुम् सुपरि है न। सरोते के बीच् फ़सि सुपरि।	neutral	neutral
indravardhan	प्च्, तु रुक् ज न। आज् एलेच्तिओन् है, और् तु ज रह है।	sadness	negative
indravardhan	आअ, चीकु बब, पप को बोलो, नोत् तो गो, नोत् तो गो।	neutral	neutral
sahil	हेहेहे। इ'ल्ल् हवे तो गो चीकु बेत, वरन क्य होग कि दोनो मेइन् से एक् को तो मुझे वोते देन पदेग। और् मै वोते जिसे नहि दून्ग, वो गल दब कर् मेर खून् करेगि।	fear	negative
sahil	और् तुम् अनाथ् हो जओगे, चीकु!	neutral	neutral
sahil	दद्! एलेच्तिओन् खतम् हो जाने के बाद् आप् मुझे बुलैये। ब्ये।	anger	negative
indravardhan	अच्च, सुन् सुन् सुन्। आते आते, मोनिश के जीत् कि खुशि मनने के लिये मिथै जरुर् ले आन।	neutral	neutral
sahil	हहह। होव् चन् योउ बे सो चोन्फ़िदेन्त् कि मोनिश जीत् जएगि।	neutral	neutral
indravardhan	क्यु कि मय के वोतेस् तोदने कि मै पूरि कोशिश् करने वल हु।	joy	positive
sahil	वो कैसे?	neutral	neutral
rosesh	उम्म्! उम्म्! उम्म्!	fear	negative
indravardhan	हहह। ऐसे!	joy	positive
sahil	लेकिन् दद्, रोसेश् मेरे रूम् से कैसे निकल?	surprise	neutral
indravardhan	तुझे पत चल के मैने इसे बान्ध् के तेरे रूम् मेइन् रख है?	neutral	neutral
sahil	नहि।	neutral	neutral
indravardhan	हहा। तो मय को तो हरगिज़् पत नहि चलेग।	joy	positive
sahil	दद् उन्तिए हिम्!	anger	negative
indravardhan	अरय्, एलेच्तिओन् क वक़्त् हो रह है भै, तु ज नहि तो फ़िर्, सुपरि॥।, हह	joy	positive
sahil	इ'म् सोर्र्य् रोसेश्, ब्ये, ब्ये॥।	sadness	negative
indravardhan	कुकु, ब्ये ब्ये बोलो दद्द्य् को। और् उन्च्ले को भि ब्ये बोलो, क्यु कि ये एलेच्तिओन् के बाद् हि दिखेन्गे।	joy	positive
indravardhan	ब्ये ब्ये बोल् रह हिअ। चलो। चल्!	anger	negative
 
maya	हुह्। अल्ल् थे बेस्त् मोनिश।	joy	positive
monisha	थन्क् योउ मुम्म्य् जि। आप् को भि अल्ल् थे बेस्त् हान्।	joy	positive
maya	थन्क् योउ।	joy	positive
maya	वैसे तुम्हरि मचलि कैसि है।	neutral	neutral
monisha	पर्सो तोह् बहुत् मूद् मेइन् थि। उसने त्व् भि देख, बतत सेव् पुरि भि खाए, और्॥। 	neutral	neutral
maya	वैसे, इ दोन्'त् वन्त् थे देतैल्स्, हान्। थत् वस् जुस्त् अ पोलिते क़ुएस्तिओन्।	contempt	negative
 
sahil	मोनिश!	sadness	negative
indravardhan	अरय्, सहिल्!?	surprise	neutral
monisha	क्य है?	neutral	neutral
sahil	बथ्रूम् मेइन् केकद है!	sadness	negative
monisha	प्च्, अरय् बब। तुम् हि ने तो बोल थ कि मै मेन्धक् वपस् कर् के आउ।	neutral	neutral
sahil	तोह्?	neutral	neutral
monisha	तो इस्त्री वले के पास्, केकदे के अलव और् कुच् थ नहि। तोह्॥।	sadness	negative
sahil	योउ अरे मद्! सरे जन्वरोन्को घर् से बहर् फ़ेको!	anger	negative
sahil	दद् मै आप्के घर् ज के नह रह हु।	neutral	neutral
indravardhan	बोल, मय पर्त् ३।	contempt	negative
 
monisha	लल्ल लल्ल लोरि, दूध् कि कतोरि, दूध् मेइन् मलै अस्लि, सू ज मेरि मचलि, सू ज मेरि मचलि, सो ज मेरि॥।, आअह्!	joy	positive
sahil	मोनिश!	anger	negative
monisha	ष्ह्!	disgust	negative
sahil	बथ्रूम् मेइन् बद स मेन्धक् है।	fear	negative
monisha	"सहिल्! प्लेअसे दोन्'त् तल्क्! योउ क्नोव्, थिस् ओने इस् वेर्य् स्मर्त्। शे विल्ल् लिस्तेन् अन्द् नोत् स्लीप्। अन्द् थेन् शे विल्ल् सी योउ अन्द् सय्, ""पप्प! पप्प! पप्प!""। इस् लिये, ष्ह्! प्लेअसे।"	fear	negative
sahil	लेकिन् एन्ग्लिश् मेइन् क्यु बोल् रहि हो तुम्? अस् इफ़्, मचलि जो है वो एन्ग्लिश् नहि समझेगि और् हिन्दि सम्झ् गएगि।	neutral	neutral
monisha	प्लेअसे सहिल्, ष्ह्! चुप् न!	neutral	neutral
sahil	अन्द् ब्य् थे वय्, वो मेन्धक् क्य कर् रह है बथ्रूम् मेइन्!?	anger	negative
monisha	अरय् बब, मैने उसे रख है।	neutral	neutral
sahil	तुमने रख क्यु है?	anger	negative
monisha	वो अपन इस्त्री वल है न रधेश्यम्, उस्से मुझे ६० रुपये लेने थे। तो ६० रुपये के बद्ले उस्ने मुझे ये मचलि दे दि।	joy	positive
sahil	तोह्?	neutral	neutral
monisha	तोह् क्य। मैने उसे कह कि ये मचलि ३०-४० रुपये से ज्यद कि नहि है। इस्लिये वो साथ् मेइन् मुझे मेन्धक् दे गय।	neutral	neutral
sahil	उस्ने तुम्हे मेन्धक् दिय, और् तुम्ने रख् लिय?	neutral	neutral
monisha	वो तो मुझे गिरगित् देने वल थ। फ़िर् मैने हि सोच, कि  गिरगित् किस् काम् आएग।	neutral	neutral
sahil	मेन्धक् काम् आएग?	neutral	neutral
monisha	अरय् बुद्धु, कम् से कम् , मेन्धक् होग तो घर् मेइन् चोम्पन्य् तो रहेगि।	joy	positive
sahil	हान्, वो तोह् है। लेकिन् क्य है कि नहते वक़्त् मुझे बथ्रूम् मेइन् किसि कि चोम्पन्य् कि जरुरत् नहि है।	neutral	neutral
monisha	तुम्हरे चोम्पन्य् कि बात् नहि कर् रहि हु! वो तो॥।, म्म्म्, म्म्म्॥।	neutral	neutral
sahil	तो तुम्हरे इस् 'म्म्म्, म्म्म्' को चोम्पन्य् देने के लिये, उस् 'हु हु' को इस् मेइन् दालो न!	anger	negative
 
rosesh	एक्ष्चुसे मे, एक्ष्चुसे मे। प्रेसेन्तिन्ग्, मय सरभै!	joy	positive
maya	थन्क् योउ रोसेश्।	joy	positive
maya	गूद् एवेनिन्ग्, लदिएस् अन्द् गेन्त्लेमेन्, अन्द् वेल्चोमे। अस् योउ अल्ल् क्नोव्, इस्स् साल् मै, गेनेरल् सेच्रेतर्य् के पोस्त् के लिये, उनोप्पोसेद् नहि चुनि गाउन्गि। बल्कि अपनि हि बहु, मोनिश सरभै को हर के चुनि जाउन्गि।	joy	positive
rosesh	यय्! वूपिए!	joy	positive
maya	अन्द्, मिन्द् योउ, अगर् मोनिश गेनेरल् सेच्रेतर्य् बनि, तो वो सोचिएत्य् के लिये बहुत् कुच् करेगि। फ़ोर् एक्षम्प्ले, हुमरि सोचिएत्य् मेइन्, सलेस्मेन् अन्द् हव्केर्स् कि एन्त्र्य् नहि है। लेकिन् अगर् मोनिश सेच्रेतर्य् बन् गयि, तोह् अल्ल् थत् विल्ल् चन्गे। आप् सब् के घर् के साम्ने रद्दि वले, दब-बत्लि वले, बर्तन् वलोन्कि लिनेस् लग् जाएगि।	neutral	neutral
rosesh	लेकिन् मोम, घर् मेइन् अन्जान् हव्केर्स् को आने देन सफ़े नहि है।	fear	negative
maya	अह्, थत् इस् नोत् फ़ैर् रोसेश्। इ मेअन् जुस्त् बेचौसे एक् बर्तन् वले ने, किसि के घर् मेइन् घुस् कर् के, ३-४ लोगोन्क खून् कर् दिय थ, थत् दोएस्न्'त् मेअन् कि सभि बर्तन् वले ऐसे होते है, रिघ्त्।	neutral	neutral
maya	अन्द्, मोनिश फ़ुन्च्तिओन्स् भि तो ओर्गनिज़े करेगि। फ़ोर् एक्षम्प्ले, नव्रत्रि मेइन् रात् को १२-१२ बजे तक् दिस्चो दान्दिया, होलि पे एक् दुस्रे पर् ओइल् पैन्त् लगन/	neutral	neutral
rosesh	ओइल् पैन्त्! यिकेस्! ओइल् पैन्त् से होलि खेलन दन्गेरोउस् है, मोम।	disgust	negative
 
maya	ये रोसेश् पत नहि कह चल गय	sadness	negative
monisha	हुह्? सहिल् भि नहि है। सहिल् कह गय?	surprise	neutral
maya	इन्दु॥।, तुमने रोसेश् को देख है?	neutral	neutral
indravardhan	हान्, कै बार् देख है। उसके नातक् मेइन् उसे देख है, एक् बार् ज़ू मेइन् देख थ॥।, नहि, वो तो पन्द थ।	neutral	neutral
maya	थत्'स् वेर्य् फ़ुन्न्य्।	contempt	negative
maya	मै पूच् रहि हु, रोसेश् कह है।	neutral	neutral
rosesh	उम्म्! उम्म्! उम्म्!	neutral	neutral
maya	ओह् म्य् गोद्! ओह् म्य् गोद्!	surprise	neutral
monisha	आइल, रोसेश् भैय, आप् कि ये हालत् किसने कि!?	surprise	neutral
rosesh	उम्म्! उम्म्!	neutral	neutral
maya	इन्द्रवर्धन्॥।	anger	negative
indravardhan	नहि नहि मय, वो॥।, हान् वो, किसि नातक् मेइन् रोले कर् रह होग, कन्गरू क।	neutral	neutral
maya	तो फ़िर् मुह् पे पत्ति क्यु बन्धि है इसके?	neutral	neutral
indravardhan	कन्गरू सब् को कतत होग, इस्लिये	neutral	neutral
maya	ओह् जुस्त् शुत् उप्!	disgust	negative
rosesh	मोम, दद् है न॥।, इन्होने मुझे॥।	sadness	negative
maya	इ उन्देर्स्तन्द्	neutral	neutral
maya	ज कर् के वोते दो, मुझे!	neutral	neutral
rosesh	इस्न्'त् इत् ओब्विओउस्। मोम। वोते आप् हि को दून्ग।	neutral	neutral
rosesh	म्य् वोते गोएस् तो, मय सरभै! वूपिए!	joy	positive
 
maya	ओकय्, चलो एक् बार् ओर्। मे जब् यहन् न्हि रहुन्गि तब् तुम्॥।	neutral	neutral
indu	मुझे याद् है, याद् है, याद् है, याद् है, याद् है	anger	negative
maya	गूद्, तो बोलो	neutral	neutral
indu	सुबह् उथ् के धुध् पी लुन्ग, नीचे गिरि हुइ खने कि चीज़् त्-शिर्त् से पोन्च् कर् न्हि खौन्ग, वशिन्ग् मचिने मे जब् सोच्क्स् दलुन्ग तो सथ् मे जूते न्हि दलुन्ग	neutral	neutral
maya	गूद् बोय्	joy	positive
monisha	क्य	neutral	neutral
maya	ओर्र्	neutral	neutral
